time,cp_px,cp_py,cp_pz,cp_ox,cp_oy,cp_oz,cp_ow,ves_px,ves_py,ves_pz,ves_ox,ves_oy,ves_oz,ves_ow,ndi_px,ndi_py,ndi_pz,ndi_ox,ndi_oy,ndi_oz,ndi_ow,fx,fy,fz,joint_0,joint_1,joint_2,joint_3,joint_4
1756996937.8655434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.24639511108398438,-0.42933502197266193,-0.141845703125,-0.7083733081817627,-0.031611066311597824,0.0,0.7051297426223755,-0.004231799999999897,0.001500000000000945,0.000525899999999524,0.0,3.141592653589793,0.0,0.0,0.0
1756996937.8934987,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.5051040649414062,-0.46797027587891193,-0.199920654296875,-0.7085161209106445,-0.032063793390989304,0.0,0.7049657702445984,0.0020092000000002663,0.003175000000000594,-0.0039781000000003175,0.0,3.141592653589793,0.0,0.0,0.0
1756996937.9177852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.6331253051757812,-0.49088897705078693,-0.304229736328125,-0.7085575461387634,-0.03218222036957741,0.0,0.704918622970581,0.0016332000000001123,0.0031680000000005037,-0.020044099999999787,0.0,3.141592653589793,0.0,0.0,0.0
1756996937.9410264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.7732315063476562,-0.48852386474609943,-0.1556396484375,-0.7087957262992859,-0.032137658447027206,0.0,0.7046813368797302,0.0029052000000002742,-0.004121999999998849,0.001341899999999896,0.0,3.141592653589793,0.0,0.0,0.0
1756996937.9659991,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.7332000732421875,-0.5711654663085994,-0.197479248046875,-0.7089262008666992,-0.03215247020125389,0.0,0.7045493125915527,0.007103199999999976,-0.0018719999999987635,-0.003268100000000551,0.0,3.141592653589793,0.0,0.0,0.0
1756996937.992388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.7708168029785156,-0.5030807495117244,-0.0697021484375,-0.7087852954864502,-0.031984616070985794,0.0,0.7046988606452942,0.004329200000000366,0.0018230000000007962,-0.007455100000000492,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.0166671,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.9153633117675781,-0.5421432495117244,-0.25665283203125,-0.7089232802391052,-0.03222635015845299,0.0,0.7045489549636841,0.0003412000000002635,-0.0023449999999991533,-0.013767099999999921,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.0443954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,1.0548515319824219,-0.38496246337891193,0.04638671875,-0.7087197303771973,-0.032068606466054916,0.0,0.7047608494758606,-0.0009617999999997906,1.3000000000928935e-05,-0.00851610000000047,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.0663717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,1.1641197204589844,-0.23979034423828693,0.30596923828125,-0.7086236476898193,-0.031943295150995255,0.0,0.7048632502555847,0.0034712000000003407,0.0009050000000012659,0.0013468999999997067,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.0910234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.9871597290039062,-0.36863555908203693,0.1702880859375,-0.7088202834129333,-0.03118322789669037,0.0,0.7046995162963867,0.0003692000000001805,0.0007450000000011059,-0.012017100000000447,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.1193135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.8931388854980469,-0.5084060668945369,0.000335693359375,-0.7089935541152954,-0.031065605580806732,0.0,0.7045304179191589,0.004633200000000226,0.0032960000000006318,-0.02101910000000018,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.141584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.6372909545898438,-0.47459259033203693,-0.098785400390625,-0.7089654803276062,-0.030394604429602623,0.0,0.7045879364013672,-0.00645680000000004,0.0001280000000010162,-0.0021341000000001387,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.1677713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.6757049560546875,-0.41395416259766193,-0.070281982421875,-0.7088990807533264,-0.030189668759703636,0.0,0.7046635746955872,0.004380200000000389,-0.0014219999999989241,-0.003949099999999817,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.1917112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.36696624755859375,-0.5369400024414119,-0.0308837890625,-0.7089188098907471,-0.0306993518024683,0.0,0.7046217322349548,0.00037020000000032027,-0.0008279999999993848,-0.007513100000000605,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.2166324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.487457275390625,-0.30493011474609943,0.182098388671875,-0.7085154056549072,-0.031018590554594994,0.0,0.7050133347511292,0.0018842000000001136,5.900000000114147e-05,-0.01653910000000014,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.2405484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.5209846496582031,-0.23716583251953693,0.2945556640625,-0.7083783745765686,-0.03081681579351425,0.0,0.7051597833633423,-0.001467799999999908,-0.0034349999999987446,0.00040789999999990556,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.2659802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.32004547119140625,-0.16706695556641193,0.423095703125,-0.7083866000175476,-0.030620630830526352,0.0,0.7051600813865662,0.004528200000000204,-9.899999999873899e-05,-0.007653099999999746,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.2909055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.3556938171386719,-0.06579437255859943,0.280059814453125,-0.7081612944602966,-0.03052893839776516,0.0,0.7053903937339783,0.00205820000000001,2.100000000115898e-05,-0.007606100000000282,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.3177583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.392730712890625,-0.12693634033203693,0.12664794921875,-0.7084305286407471,-0.03055179864168167,0.0,0.7051189541816711,0.004630200000000251,0.0030300000000007543,-0.011148099999999772,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.342212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.6904144287109375,0.08427581787108807,0.19683837890625,-0.7079797983169556,-0.031172974035143852,0.0,0.7055443525314331,-0.00536879999999984,0.002331000000000749,0.008553899999999892,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.3663182,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.9229469299316406,0.17123565673827557,0.407073974609375,-0.7078672051429749,-0.03140686824917793,0.0,0.7056469917297363,-0.005233799999999622,-0.002274999999999139,-0.005667100000000147,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.39288,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,1.0227813720703125,0.36569366455077557,0.58795166015625,-0.7076011300086975,-0.0316656120121479,0.0,0.7059022188186646,0.00034420000000023876,0.0024410000000010257,-0.011162099999999953,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.4158626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.9190826416015625,0.13575897216796307,0.522857666015625,-0.7078748345375061,-0.03205937519669533,0.0,0.7056099772453308,0.007449200000000378,-0.00021399999999882624,-0.013947100000000212,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.441015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,1.1451225280761719,0.29353485107421307,0.28033447265625,-0.70757657289505,-0.03160366043448448,0.0,0.7059296369552612,-0.003831799999999941,-0.0003069999999993911,0.00480289999999961,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.4663982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.7197418212890625,0.15498504638671307,0.13616943359375,-0.7078732848167419,-0.030893588438630104,0.0,0.7056635022163391,-0.0025807999999996056,-0.0008259999999991052,-0.0057131000000003596,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.4903238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.7040481567382812,0.10839996337890057,0.00286865234375,-0.7079853415489197,-0.031221166253089905,0.0,0.7055366039276123,0.004629200000000111,0.0013180000000012626,-0.013100099999999948,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.5155094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.8320693969726562,0.15390167236327557,-0.029327392578125,-0.7078853249549866,-0.03133419528603554,0.0,0.7056319713592529,-0.002830799999999911,-0.0010819999999993613,-0.014780100000000296,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.5406208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.5638160705566406,0.048814392089838066,-0.08087158203125,-0.7081027030944824,-0.03123936429619789,0.0,0.7054181098937988,0.0031951999999999536,-0.0021769999999987633,0.006679899999999961,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.567374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.5442390441894531,0.09645233154296307,0.055816650390625,-0.7078335881233215,-0.031424060463905334,0.0,0.7056799530982971,-0.002646799999999949,-0.0007889999999992625,-0.013850099999999976,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.5939581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.3730926513671875,0.14099273681640057,0.2734375,-0.7077819108963013,-0.030942605808377266,0.0,0.7057530283927917,0.0003682000000000407,0.006752000000000535,-0.015688100000000205,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.618791,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.26433563232421875,0.25897369384765057,0.334686279296875,-0.7076088190078735,-0.030701104551553726,0.0,0.7059370875358582,-0.003923799999999922,-0.004855999999999305,-0.006713099999999805,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.6424022,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.42626190185546875,0.026048278808588066,0.31317138671875,-0.708092987537384,-0.030813276767730713,0.0,0.7054466009140015,0.002949200000000207,0.006866000000000483,-0.005084100000000369,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.6670213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.46926116943359375,0.23701629638671307,0.425933837890625,-0.7076590657234192,-0.030640656128525734,0.0,0.7058892846107483,0.000315200000000182,0.005138000000000531,-0.012137100000000345,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.6943583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.14582061767578125,0.25529632568358807,0.694183349609375,-0.7078368663787842,-0.030434811487793922,0.0,0.7057200074195862,-0.002239799999999903,-0.0037069999999994607,-0.010141100000000236,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.7188675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.3697624206542969,0.34623870849608807,0.939453125,-0.7077028155326843,-0.030946839600801468,0.0,0.7058321237564087,-0.003782799999999753,-0.0015609999999988133,-0.007613100000000372,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.7412808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.13436508178710938,0.17074737548827557,0.9036865234375,-0.7080522179603577,-0.030781058594584465,0.0,0.7054889798164368,0.0017552000000002899,-0.00446999999999953,-0.0013601000000003083,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.7654421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.13896942138671875,0.18850860595702557,0.858612060546875,-0.7079688906669617,-0.030481833964586258,0.0,0.7055855393409729,-0.0007967999999998199,0.00023800000000129273,-0.005735099999999882,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.7905278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.14736557006835938,0.18121490478515057,0.802398681640625,-0.7079936861991882,-0.030489584431052208,0.0,0.7055602669715881,9.620000000021278e-05,0.004036000000001039,-0.030837100000000284,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.8165863,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.12184524536132812,0.17183074951171307,0.79473876953125,-0.7079616785049438,-0.03084045834839344,0.0,0.7055771350860596,0.0019472000000000378,0.0015370000000007877,-0.011249100000000567,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.8404229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.20445632934570312,0.17056427001952557,0.79339599609375,-0.7080070972442627,-0.030820364132523537,0.0,0.705532431602478,0.0015512000000001969,-0.0002799999999991698,-0.007691100000000617,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.8655148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.5121269226074219,0.15283355712890057,0.865447998046875,-0.7079674005508423,-0.03126088157296181,0.0,0.705552875995636,-0.0009567999999999799,-0.0033149999999988466,-0.011261100000000468,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.8952403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.3521461486816406,0.32212982177733807,1.068359375,-0.7077019810676575,-0.030727798119187355,0.0,0.7058426141738892,0.004832200000000064,0.003283000000000591,-0.019233100000000114,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.9159977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.2846336364746094,0.21748504638671307,0.946044921875,-0.7079103589057922,-0.03090054914355278,0.0,0.7056260108947754,0.01026420000000039,0.0031240000000005708,-0.015845099999999945,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.9430268,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.4870758056640625,0.016404724121088066,0.740447998046875,-0.7079646587371826,-0.031158268451690674,0.0,0.7055602073669434,0.006953200000000326,0.002803000000000999,-0.014007100000000605,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.966073,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.4798011779785156,0.07180938720702557,0.802032470703125,-0.7077754139900208,-0.030880611389875412,0.0,0.7057622671127319,0.0006382000000000332,-0.0052029999999989585,-0.010275100000000315,0.0,3.141592653589793,0.0,0.0,0.0
1756996938.9954515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.5496444702148438,0.24553070068358807,1.0277099609375,-0.7074782848358154,-0.030494339764118195,0.0,0.7060769200325012,0.0003002000000003058,0.0008730000000012339,-0.027288099999999815,0.0,3.141592653589793,0.0,0.0,0.0
1756996939.0211215,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.4456024169921875,0.12953338623046307,0.965423583984375,-0.7075061798095703,-0.031070658937096596,0.0,0.7060237526893616,-0.0009348000000000134,-0.0017539999999991451,-0.006715100000000085,0.0,3.141592653589793,0.0,0.0,0.0
1756996939.0421262,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.437286376953125,0.054795837402338066,1.14453125,-0.7076537013053894,-0.031156837940216064,0.0,0.7058721780776978,-0.0022497999999999685,-0.0038999999999989043,-0.007693100000000008,0.0,3.141592653589793,0.0,0.0,0.0
1756996939.0678709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.48056793212890625,-0.024214172363286934,0.99945068359375,-0.7077813148498535,-0.030934209004044533,0.0,0.7057540416717529,0.0031921999999999784,0.0022580000000012035,-0.018508100000000027,0.0,3.141592653589793,0.0,0.0,0.0
1756996939.0905948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.5853385925292969,-0.12397613525391193,0.927520751953125,-0.7080435752868652,-0.031155994161963463,0.0,0.7054811120033264,-0.0008187999999997864,-0.00010599999999882925,-0.0238031000000003,0.0,3.141592653589793,0.0,0.0,0.0
1756996939.1185923,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.4772682189941406,-0.17866363525391193,0.651824951171875,-0.7081088423728943,-0.030999016016721725,0.0,0.7054225206375122,-0.0009527999999998649,0.0016300000000004644,-0.006676099999999963,0.0,3.141592653589793,0.0,0.0,0.0
1756996939.1425202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.4877166748046875,-0.39480438232422443,0.256378173828125,-0.7084945440292358,-0.03123219683766365,0.0,0.705024778842926,0.0031031999999999726,0.0023570000000008307,-0.014859099999999792,0.0,3.141592653589793,0.0,0.0,0.0
1756996939.1720557,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.027491174760712292,1.6833489587753404e-18,0.0,0.999622046230612,0.24826812744140625,-0.6192459106445369,0.094268798828125,-0.7089769244194031,-0.031042184680700302,0.0,0.7045480608940125,0.0005302000000000362,-0.000818999999999015,-0.01205809999999996,0.0,3.141592653589793,0.0,0.0,0.0
