theta_in,theta_out,d_in_mm,d_out_mm,px_mm,py_mm,pz_mm,qx,qy,qz,qw
0.0,0.0,0.04,1e-06,-67.6159439086914,271.0342102050781,-295.5631103515625,0.7003030776977539,-0.041707657277584076,0.0,0.7126260995864868
0.0,0.0,0.04,1e-06,-67.07398986816406,270.9114685058594,-295.9960021972656,0.6998898386955261,-0.043563660234212875,0.0,0.7129210233688354
0.0,0.0,0.04,1e-06,-67.07398986816406,270.9114685058594,-295.9960021972656,0.6998898386955261,-0.043563660234212875,0.0,0.7129210233688354
0.0,0.0,0.04,1e-06,-66.97972106933594,270.72552490234375,-295.67706298828125,0.6996771097183228,-0.04298793897032738,0.0,0.7131648063659668
0.0,0.0,0.04,1e-06,-67.64395904541016,270.4376525878906,-295.7433166503906,0.6990036368370056,-0.04024612903594971,0.0,0.7139846682548523
0.0,0.0,0.04,1e-06,-67.8270034790039,270.1663818359375,-295.9879150390625,0.6981241106987,-0.040159497410058975,0.0,0.7148496508598328
0.0,0.0,0.04,1e-06,-66.87553405761719,271.90692138671875,-296.1678771972656,0.702723503112793,-0.04248857870697975,0.0,0.7101931571960449
0.0,0.0,0.04,1e-06,-66.87553405761719,271.90692138671875,-296.1678771972656,0.702723503112793,-0.04248857870697975,0.0,0.7101931571960449
0.0,0.0,0.04,1e-06,-67.3189926147461,271.4249572753906,-296.2243347167969,0.7014135122299194,-0.040852513164281845,0.0,0.7115828990936279
0.0,0.0,0.04,1e-06,-67.84312438964844,271.26708984375,-296.0308532714844,0.7012484073638916,-0.03836318105459213,0.0,0.7118840217590332
0.0,0.0,0.04,1e-06,-67.66361236572266,270.82452392578125,-296.28594970703125,0.7000208497047424,-0.038440823554992676,0.0,0.7130870223045349
0.0,0.0,0.04,1e-06,-67.90056610107422,271.2381896972656,-295.7049865722656,0.7013488411903381,-0.03750885650515556,0.0,0.7118306756019592
0.0,0.0,0.04,1e-06,-67.90056610107422,271.2381896972656,-295.7049865722656,0.7013488411903381,-0.03750885650515556,0.0,0.7118306756019592
0.0,0.0,0.04,1e-06,-68.60641479492188,271.965087890625,-295.762939453125,0.7030109167098999,-0.0372098907828331,0.0,0.7102050185203552
0.0,0.0,0.04,1e-06,-68.91233825683594,272.505859375,-294.8565673828125,0.7051442861557007,-0.036508310586214066,0.0,0.7081233263015747
0.0,0.0,0.04,1e-06,-69.84458923339844,273.476318359375,-295.05572509765625,0.7071680426597595,-0.03447471559047699,0.0,0.7062045931816101
0.0,0.0,0.04,1e-06,-69.6974868774414,273.4195251464844,-294.94189453125,0.7071007490158081,-0.03564092144370079,0.0,0.7062140107154846
0.0,0.0,0.04,1e-06,-69.6974868774414,273.4195251464844,-294.94189453125,0.7071007490158081,-0.03564092144370079,0.0,0.7062140107154846
0.0,0.0,0.04,1e-06,-69.91960906982422,273.1682434082031,-294.878173828125,0.7065134644508362,-0.034463997930288315,0.0,0.7068600058555603
0.0,0.0,0.04,1e-06,-70.45035552978516,271.8133239746094,-294.8102722167969,0.7028933763504028,-0.03248375654220581,0.0,0.7105530500411987
0.0,0.0,0.04,1e-06,-69.91604614257812,272.3954772949219,-294.2812805175781,0.7050585150718689,-0.03457921743392944,0.0,0.7083054780960083
0.0,0.0,0.04,1e-06,-69.56019592285156,272.7642822265625,-294.2979431152344,0.7061797976493835,-0.03591546788811684,0.0,0.7071210741996765
0.0,0.0,0.04,1e-06,-69.56019592285156,272.7642822265625,-294.2979431152344,0.7061797976493835,-0.03591546788811684,0.0,0.7071210741996765
0.0,0.0,0.04,1e-06,-69.74203491210938,273.2745361328125,-294.14520263671875,0.7075269818305969,-0.03575456887483597,0.0,0.7057811617851257
0.0,0.0,0.04,1e-06,-69.23871612548828,272.63531494140625,-294.1382751464844,0.706006646156311,-0.036952294409275055,0.0,0.7072404623031616
0.0,0.0,0.04,1e-06,-68.89803314208984,272.0191650390625,-294.07916259765625,0.7048670053482056,-0.03675749897956848,0.0,0.7083865404129028
0.0,0.0,0.04,1e-06,-68.04039764404297,271.7810974121094,-294.0431213378906,0.7043942809104919,-0.039322130382061005,0.0,0.7087188363075256
0.0,0.0,0.04,1e-06,-68.04039764404297,271.7810974121094,-294.0431213378906,0.7043942809104919,-0.039322130382061005,0.0,0.7087188363075256
0.0,0.0,0.04,1e-06,-67.64410400390625,270.4693908691406,-293.9758605957031,0.701702356338501,-0.03966459259390831,0.0,0.7113651633262634
0.0,0.0,0.04,1e-06,-68.13551330566406,270.6131896972656,-294.2699279785156,0.7018468976020813,-0.03760379180312157,0.0,0.7113345861434937
0.0,0.0,0.04,1e-06,-67.43085479736328,270.9048767089844,-294.31903076171875,0.7028687000274658,-0.039773471653461456,0.0,0.7102068662643433
0.0,0.0,0.04,1e-06,-67.7464599609375,271.4512939453125,-294.5714416503906,0.7037545442581177,-0.03992333635687828,0.0,0.709320604801178
0.0,0.0,0.04,1e-06,-67.7464599609375,271.4512939453125,-294.5714416503906,0.7037545442581177,-0.03992333635687828,0.0,0.709320604801178
0.0,0.0,0.04,1e-06,-67.9350814819336,271.2768249511719,-295.4391784667969,0.7021400928497314,-0.03920191153883934,0.0,0.7109588980674744
0.0,0.0,0.04,1e-06,-68.14967346191406,271.25689697265625,-295.83319091796875,0.7018222212791443,-0.03948252275586128,0.0,0.7112571597099304
0.0,0.0,0.04,1e-06,-68.02377319335938,271.3715515136719,-295.9150390625,0.7021182179450989,-0.03948162868618965,0.0,0.7109649181365967
0.0,0.0,0.04,1e-06,-68.9436264038086,271.8616943359375,-296.6180114746094,0.7024272680282593,-0.03779914602637291,0.0,0.7107511162757874
0.0,0.0,0.04,1e-06,-68.9436264038086,271.8616943359375,-296.6180114746094,0.7024272680282593,-0.03779914602637291,0.0,0.7107511162757874
0.0,0.0,0.04,1e-06,-69.61136627197266,271.72784423828125,-296.9165344238281,0.7014310956001282,-0.036974333226680756,0.0,0.7117775678634644
0.0,0.0,0.04,1e-06,-70.90787506103516,271.0509338378906,-297.4291687011719,0.6990570425987244,-0.03354847431182861,0.0,0.7142784595489502
0.0,0.0,0.04,1e-06,-70.3349838256836,271.6792297363281,-296.9541931152344,0.7010502815246582,-0.03507957607507706,0.0,0.7122484445571899
0.0,0.0,0.04,1e-06,-69.88029479980469,270.9996032714844,-297.06634521484375,0.6993961334228516,-0.03686413913965225,0.0,0.7137829065322876
0.0,0.0,0.04,1e-06,-69.88029479980469,270.9996032714844,-297.06634521484375,0.6993961334228516,-0.03686413913965225,0.0,0.7137829065322876
0.0,0.0,0.04,1e-06,-69.70160675048828,270.4112243652344,-296.8077697753906,0.6980714201927185,-0.0371427983045578,0.0,0.7150641679763794
0.0,0.0,0.04,1e-06,-70.29824829101562,270.3363952636719,-296.3211669921875,0.6985479593276978,-0.034732554107904434,0.0,0.7147197723388672
0.0,0.0,0.04,1e-06,-70.74278259277344,270.3656921386719,-296.0204162597656,0.6992048025131226,-0.03306242451071739,0.0,0.7141565084457397
0.0,0.0,0.04,1e-06,-71.01046752929688,269.757080078125,-296.0533752441406,0.6974545121192932,-0.031238283962011337,0.0,0.7159478068351746
0.0,0.0,0.04,1e-06,-71.01046752929688,269.757080078125,-296.0533752441406,0.6974545121192932,-0.031238283962011337,0.0,0.7159478068351746
0.0,0.0,0.04,1e-06,-71.21780395507812,269.52325439453125,-296.0311584472656,0.6967560052871704,-0.031180119141936302,0.0,0.7166301608085632
0.0,0.0,0.04,1e-06,-70.81636047363281,269.6649475097656,-295.94329833984375,0.6974309086799622,-0.03247368708252907,0.0,0.7159159779548645
0.0,0.0,0.04,1e-06,-69.43186950683594,269.3955993652344,-295.5184020996094,0.6977642178535461,-0.03337312489748001,0.0,0.7155497670173645
0.0,0.0,0.04,1e-06,-69.43186950683594,269.3955993652344,-295.5184020996094,0.6977642178535461,-0.03337312489748001,0.0,0.7155497670173645
0.0,0.0,0.04,1e-06,-69.62881469726562,269.81744384765625,-295.24664306640625,0.6990725994110107,-0.0336725078523159,0.0,0.7142574191093445
0.0,0.0,0.04,1e-06,-70.48461151123047,270.5447998046875,-295.4333801269531,0.7001874446868896,-0.031898073852062225,0.0,0.7132461667060852
0.0,0.0,0.04,1e-06,-70.2923583984375,271.08135986328125,-295.7688293457031,0.7008655667304993,-0.03363886475563049,0.0,0.712499737739563
0.0,0.0,0.04,1e-06,-70.06895446777344,271.72796630859375,-295.4981384277344,0.7027403116226196,-0.03494032844901085,0.0,0.7105878591537476
0.0,0.0,0.04,1e-06,-70.06895446777344,271.72796630859375,-295.4981384277344,0.7027403116226196,-0.03494032844901085,0.0,0.7105878591537476
0.0,0.0,0.04,1e-06,-70.45682525634766,271.638427734375,-295.2475891113281,0.7026385068893433,-0.033464215695858,0.0,0.7107596397399902
0.0,0.0,0.04,1e-06,-70.03289031982422,272.6133117675781,-295.24176025390625,0.705016016960144,-0.03485582396388054,0.0,0.7083343267440796
0.0,0.0,0.04,1e-06,-70.4341049194336,273.017822265625,-294.8727111816406,0.7058275938034058,-0.034701261669397354,0.0,0.7075331807136536
0.0,0.0,0.04,1e-06,-70.33032989501953,273.1401062011719,-294.89654541015625,0.7060739398002625,-0.03418581932783127,0.0,0.7073124647140503
0.0,0.0,0.04,1e-06,-70.33032989501953,273.1401062011719,-294.89654541015625,0.7060739398002625,-0.03418581932783127,0.0,0.7073124647140503
0.0,0.0,0.04,1e-06,-70.38928985595703,272.0123596191406,-295.0592346191406,0.7035663723945618,-0.034146543592214584,0.0,0.7098087072372437
0.0,0.0,0.04,1e-06,-70.15494537353516,272.65704345703125,-294.44232177734375,0.7058389186859131,-0.03497360274195671,0.0,0.7075085043907166
0.0,0.0,0.04,1e-06,-70.24003601074219,272.6107177734375,-295.0531311035156,0.7053104639053345,-0.03465807065367699,0.0,0.7080508470535278
0.0,0.0,0.04,1e-06,-68.94200134277344,272.6782531738281,-294.5984191894531,0.7062947750091553,-0.03703229874372482,0.0,0.7069485783576965
